id,invoice_id,supplier_id,supplier_name,category,amount,currency,po_number,date,amount_variance,duplicate_score,supplier_risk,po_match_confidence,tax_regulatory_compliance,commodity_volatility,historical_pattern,environmental_risk,events,commodity,provenance
INV-2026-01286,INV-2026-01286,SUP-006,Meridian Office Services,indirect,2458.53,USD,PO-2026-011286,2026-07-14,0.1615,0.2922,0.1931,0.9038,0.8762,0.4096,0.8083,0.2141,[],office supplies,synthetic_demo
INV-2026-01287,INV-2026-01287,SUP-008,Gridline Utilities,indirect,11207.02,USD,PO-2026-011287,2026-07-15,0.0937,0.1426,0.3717,0.9197,0.8647,0.2352,0.858,0.2204,[],utilities,synthetic_demo
INV-2026-01288,INV-2026-01288,SUP-009,Rhine-Stahl Metals,direct_materials,21629.93,USD,PO-2026-011288,2026-07-16,0.2208,0.5458,0.4841,0.8148,0.9101,0.7744,0.7564,0.3393,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",industrial chemicals,synthetic_demo
INV-2026-01289,INV-2026-01289,SUP-002,Pacifica Logistics,logistics,12381.24,USD,PO-2026-011289,2026-07-17,0.3168,0.1364,0.2827,0.917,0.8503,0.5096,0.8199,0.4849,[],ocean freight,synthetic_demo
INV-2026-01290,INV-2026-01290,SUP-006,Meridian Office Services,indirect,1316.18,USD,PO-2026-011290,2026-07-18,0.2462,0.2118,0.2486,0.9205,0.8346,0.3732,0.7153,0.3479,[],utilities,synthetic_demo
INV-2026-01291,INV-2026-01291,SUP-005,Yangtze Raw Materials,direct_materials,37122.68,USD,PO-2026-011291,2026-07-19,0.1595,0.0912,0.6607,0.8863,0.8775,0.6669,0.8516,0.3128,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",steel coil,synthetic_demo
INV-2026-01292,INV-2026-01292,SUP-006,Meridian Office Services,services,1342.03,USD,PO-2026-011292,2026-07-20,0.2474,0.2905,0.1231,0.7592,0.9553,0.3575,0.8043,0.5008,[],consulting hours,synthetic_demo
INV-2026-01293,INV-2026-01293,SUP-008,Gridline Utilities,services,16597.16,USD,PO-2026-011293,2026-07-21,0.1093,0.1199,0.4214,0.8725,0.9084,0.4225,0.7628,0.4177,[],facilities services,synthetic_demo
INV-2026-01294,INV-2026-01294,SUP-003,Northstar Packaging,direct_materials,4337.91,USD,PO-2026-011294,2026-07-22,0.195,0.0893,0.2503,0.814,0.8347,0.4232,0.8638,0.2056,[],steel coil,synthetic_demo
INV-2026-01295,INV-2026-01295,SUP-009,Rhine-Stahl Metals,mro,146894.92,USD,PO-2026-011295,2026-07-23,0.132,0.0975,0.5325,0.8909,0.9026,0.3084,0.5631,0.5191,[],replacement parts,synthetic_demo
INV-2026-01296,INV-2026-01296,SUP-009,Rhine-Stahl Metals,direct_materials,19052.16,USD,PO-2026-011296,2026-07-24,0.2949,0.2429,0.5845,0.9492,0.9288,0.7279,0.8194,0.2122,"[{""type"":""commodity_spike"",""severity"":""medium"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",aluminum billet,synthetic_demo
INV-2026-01297,INV-2026-01297,SUP-003,Northstar Packaging,indirect,5909.55,USD,PO-2026-011297,2026-07-25,0.2399,0.1717,0.1734,0.8883,0.9285,0.2236,0.8902,0.3485,[],packaging,synthetic_demo
INV-2026-01298,INV-2026-01298,SUP-002,Pacifica Logistics,logistics,13629.79,USD,PO-2026-011298,2026-07-26,0.2228,0.1441,0.4855,0.8679,0.9186,0.3411,0.8455,0.6261,[],truckload freight,synthetic_demo
INV-2026-01299,INV-2026-01299,SUP-010,Helix Lab Supplies,mro,16469.36,USD,PO-2026-011299,2026-07-27,0.3135,0.3613,0.2747,0.8843,0.8956,0.3632,0.8828,0.2016,[],replacement parts,synthetic_demo
INV-2026-01300,INV-2026-01300,SUP-010,Helix Lab Supplies,indirect,8109.22,USD,PO-2026-011300,2026-07-28,0.6084,0.1568,0.2903,0.8925,0.9467,0.6613,0.877,0.3952,[],safety consumables,synthetic_demo
INV-2026-01301,INV-2026-01301,SUP-003,Northstar Packaging,indirect,4932.33,USD,PO-2026-011301,2026-07-29,0.3105,0.4446,0.3415,0.7959,0.8381,0.5581,0.8674,0.1655,[],office supplies,synthetic_demo
INV-2026-01302,INV-2026-01302,SUP-008,Gridline Utilities,services,33565.03,USD,PO-2026-011302,2026-07-30,0.1094,0.1167,0.2504,0.8656,0.8373,0.4468,0.7695,0.2525,[],cloud capacity,synthetic_demo
INV-2026-01303,INV-2026-01303,SUP-005,Yangtze Raw Materials,direct_materials,53531.1,USD,PO-2026-011303,2026-07-31,0.4155,0.1853,0.6568,0.9136,0.92,0.5038,0.6856,0.4276,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",steel coil,synthetic_demo
INV-2026-01304,INV-2026-01304,SUP-010,Helix Lab Supplies,indirect,6554.32,USD,PO-2026-011304,2026-08-01,0.0971,0.0966,0.3069,0.8874,0.8272,0.2955,0.727,0.3185,[],office supplies,synthetic_demo
INV-2026-01305,INV-2026-01305,SUP-001,Aster Industrial Chemicals,direct_materials,32988.12,USD,PO-2026-011305,2026-08-02,0.2011,0.1297,0.5302,0.9192,0.8569,0.5746,0.7965,0.2642,[],aluminum billet,synthetic_demo
INV-2026-01306,INV-2026-01306,SUP-006,Meridian Office Services,indirect,2311.33,USD,PO-2026-011306,2026-08-03,0.1545,0.1218,0.2293,0.8451,0.9194,0.3643,0.7169,0.2379,[],safety consumables,synthetic_demo
INV-2026-01307,INV-2026-01307,SUP-005,Yangtze Raw Materials,direct_materials,26416.08,USD,PO-2026-011307,2026-08-04,0.2147,0.1169,0.5286,0.8668,0.9473,0.6094,0.7949,0.3167,[],aluminum billet,synthetic_demo
INV-2026-01308,INV-2026-01308,SUP-002,Pacifica Logistics,logistics,5627.38,USD,PO-2026-011308,2026-08-05,0.1265,0.2726,0.4113,0.8649,0.9426,0.6128,0.6175,0.3282,[],fuel surcharge,synthetic_demo
INV-2026-01309,INV-2026-01309,SUP-002,Pacifica Logistics,logistics,18249.33,USD,PO-2026-011309,2026-08-06,0.2779,0.3006,0.3798,0.9199,0.7035,0.2467,0.7723,0.267,"[{""type"":""compliance_flag"",""severity"":""medium"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",ocean freight,synthetic_demo
INV-2026-01310,INV-2026-01310,SUP-006,Meridian Office Services,services,1852.67,USD,PO-2026-011310,2026-08-07,0.1555,0.2982,0.158,0.8515,0.8676,0.4013,0.8423,0.3512,[],consulting hours,synthetic_demo
INV-2026-01311,INV-2026-01311,SUP-002,Pacifica Logistics,logistics,4416.47,USD,PO-2026-011311,2026-08-08,0.1208,0.1421,0.3246,0.9177,0.8791,0.4803,0.8195,0.5529,[],ocean freight,synthetic_demo
INV-2026-01312,INV-2026-01312,SUP-009,Rhine-Stahl Metals,direct_materials,77148.44,USD,PO-2026-011312,2026-08-09,0.4627,0.2069,0.6691,0.8914,0.8352,0.4678,0.7409,0.4501,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",industrial chemicals,synthetic_demo
INV-2026-01313,INV-2026-01313,SUP-003,Northstar Packaging,indirect,4841.33,USD,PO-2026-011313,2026-08-10,0.0881,0.1407,0.2132,0.7735,0.9341,0.3646,0.8263,0.3238,[],utilities,synthetic_demo
INV-2026-01314,INV-2026-01314,SUP-003,Northstar Packaging,direct_materials,4734.65,USD,PO-2026-011314,2026-08-11,0.3523,0.0838,0.3605,0.8544,0.921,0.7162,0.815,0.2905,[],resin,synthetic_demo
INV-2026-01315,INV-2026-01315,SUP-005,Yangtze Raw Materials,direct_materials,19853.33,USD,PO-2026-011315,2026-08-12,0.4229,0.22,0.6505,0.9182,0.9479,0.5539,0.6474,0.2527,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",industrial chemicals,synthetic_demo
INV-2026-01316,INV-2026-01316,SUP-010,Helix Lab Supplies,indirect,9548.09,USD,PO-2026-011316,2026-08-13,0.3678,0.0849,0.2348,0.84,0.9252,0.2946,0.7969,0.4777,[],office supplies,synthetic_demo
INV-2026-01317,INV-2026-01317,SUP-008,Gridline Utilities,services,42257.31,USD,PO-2026-011317,2026-08-14,0.4054,0.2451,0.2863,0.7257,0.904,0.431,0.8503,0.2273,[],consulting hours,synthetic_demo
INV-2026-01318,INV-2026-01318,SUP-004,Novatek IT Services,services,32301.62,USD,PO-2026-011318,2026-08-15,0.2342,0.1538,0.1885,0.7813,0.7673,0.5434,0.8193,0.6533,"[{""type"":""compliance_flag"",""severity"":""high"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",cloud capacity,synthetic_demo
INV-2026-01319,INV-2026-01319,SUP-008,Gridline Utilities,indirect,30091.92,USD,PO-2026-011319,2026-08-16,0.3191,0.2122,0.381,0.8791,0.9519,0.461,0.8454,0.2753,[],office supplies,synthetic_demo
INV-2026-01320,INV-2026-01320,SUP-009,Rhine-Stahl Metals,direct_materials,39797.73,USD,PO-2026-011320,2026-08-17,0.2759,0.0364,0.4573,0.7164,0.9115,0.5662,0.7321,0.3271,[],steel coil,synthetic_demo
INV-2026-01321,INV-2026-01321,SUP-004,Novatek IT Services,services,20626.85,USD,PO-2026-011321,2026-08-18,0.2335,0.2886,0.2721,0.8479,0.8882,0.2719,0.6696,0.1294,[],consulting hours,synthetic_demo
INV-2026-01322,INV-2026-01322,SUP-006,Meridian Office Services,indirect,1808.89,USD,PO-2026-011322,2026-08-19,0.3431,0.1794,0.2642,0.7902,0.8945,0.4107,0.8195,0.3967,[],office supplies,synthetic_demo
INV-2026-01323,INV-2026-01323,SUP-010,Helix Lab Supplies,mro,7960.55,USD,PO-2026-011323,2026-08-20,0.2175,0.0722,0.4112,0.9191,0.8924,0.2797,0.7621,0.3934,[],maintenance kits,synthetic_demo
INV-2026-01324,INV-2026-01324,SUP-010,Helix Lab Supplies,indirect,11783.6,USD,PO-2026-011324,2026-08-21,0.2414,0.2522,0.3698,0.8592,0.7925,0.4198,0.8258,0.2919,[],packaging,synthetic_demo
INV-2026-01325,INV-2026-01325,SUP-006,Meridian Office Services,services,2202.59,USD,PO-2026-011325,2026-08-22,0.133,0.0702,0.2328,0.8556,0.8689,0.5825,0.7788,0.3336,[],managed services,synthetic_demo
INV-2026-01326,INV-2026-01326,SUP-002,Pacifica Logistics,logistics,10490.44,USD,PO-2026-011326,2026-08-23,0.1099,0.1153,0.5543,0.879,0.8626,0.5026,0.7494,0.3786,[],ocean freight,synthetic_demo
INV-2026-01327,INV-2026-01327,SUP-004,Novatek IT Services,services,28215.83,USD,PO-2026-011327,2026-08-24,0.1293,0.3582,0.111,0.872,0.9245,0.3159,0.4989,0.2,[],managed services,synthetic_demo
INV-2026-01328,INV-2026-01328,SUP-002,Pacifica Logistics,logistics,5649.97,USD,PO-2026-011328,2026-08-25,0.1964,0.206,0.3123,0.8911,0.8934,0.4231,0.7699,0.6013,[],truckload freight,synthetic_demo
INV-2026-01329,INV-2026-01329,SUP-001,Aster Industrial Chemicals,direct_materials,15732.96,USD,PO-2026-011329,2026-08-26,0.1407,0.361,0.4506,0.864,0.9221,0.3808,0.7177,0.4168,[],steel coil,synthetic_demo
INV-2026-01330,INV-2026-01330,SUP-003,Northstar Packaging,direct_materials,5191.79,USD,PO-2026-011330,2026-08-27,0.4972,0.3367,0.1232,0.8199,0.9436,0.6747,0.802,0.4206,[],resin,synthetic_demo
INV-2026-01331,INV-2026-01331,SUP-002,Pacifica Logistics,logistics,7919.43,USD,PO-2026-011331,2026-08-28,0.2518,0.225,0.4371,0.8275,0.8646,0.7019,0.4748,0.5854,[],pallets,synthetic_demo
INV-2026-01332,INV-2026-01332,SUP-009,Rhine-Stahl Metals,direct_materials,33469.43,USD,PO-2026-011332,2026-08-29,0.1529,0.1327,0.4986,0.8559,0.9072,0.5627,0.765,0.2443,[],steel coil,synthetic_demo
INV-2026-01333,INV-2026-01333,SUP-004,Novatek IT Services,services,23695.05,USD,PO-2026-011333,2026-08-30,0.2109,0.242,0.194,0.8538,0.887,0.3721,0.7033,0.1367,[],cloud capacity,synthetic_demo
INV-2026-01334,INV-2026-01334,SUP-009,Rhine-Stahl Metals,mro,100804.57,USD,PO-2026-011334,2026-08-31,0.2495,0.0666,0.5378,0.7483,0.8166,0.4639,0.7656,0.1852,[],replacement parts,synthetic_demo
INV-2026-01335,INV-2026-01335,SUP-005,Yangtze Raw Materials,direct_materials,11927.99,USD,PO-2026-011335,2026-09-01,0.2984,0.246,0.5807,0.8059,0.8088,0.4991,0.8291,0.2124,[],aluminum billet,synthetic_demo
INV-2026-01336,INV-2026-01336,SUP-002,Pacifica Logistics,logistics,13975.16,USD,PO-2026-011336,2026-09-02,0.2071,0.1784,0.3856,0.8185,0.8807,0.507,0.7975,0.5143,[],fuel surcharge,synthetic_demo
INV-2026-01337,INV-2026-01337,SUP-002,Pacifica Logistics,logistics,9266.75,USD,PO-2026-011337,2026-09-03,0.199,0.2591,0.3874,0.849,0.9043,0.4275,0.8648,0.2651,[],ocean freight,synthetic_demo
INV-2026-01338,INV-2026-01338,SUP-003,Northstar Packaging,direct_materials,3492.55,USD,PO-2026-011338,2026-09-04,0.3322,0.2768,0.2035,0.91,0.9089,0.7092,0.8609,0.4994,[],aluminum billet,synthetic_demo
INV-2026-01339,INV-2026-01339,SUP-008,Gridline Utilities,indirect,40063.73,USD,PO-2026-011339,2026-09-05,0.1638,0.2418,0.2772,0.912,0.8836,0.4936,0.6865,0.3033,[],office supplies,synthetic_demo
INV-2026-01340,INV-2026-01340,SUP-006,Meridian Office Services,services,1865.93,USD,PO-2026-011340,2026-09-06,0.4158,0.179,0.1389,0.6432,0.939,0.4589,0.8576,0.3314,[],cloud capacity,synthetic_demo
INV-2026-01341,INV-2026-01341,SUP-001,Aster Industrial Chemicals,direct_materials,16035.74,USD,PO-2026-011341,2026-09-07,0.2142,0.1208,0.4003,0.8551,0.9292,0.5877,0.8442,0.3284,[],industrial chemicals,synthetic_demo
INV-2026-01342,INV-2026-01342,SUP-004,Novatek IT Services,services,37134.54,USD,PO-2026-011342,2026-09-08,0.2672,0.142,0.1449,0.8629,0.8143,0.6287,0.7176,0.4262,[],cloud capacity,synthetic_demo
INV-2026-01343,INV-2026-01343,SUP-005,Yangtze Raw Materials,direct_materials,73818.47,USD,PO-2026-011343,2026-09-09,0.1807,0.216,0.5766,0.9098,0.737,0.5455,0.7926,0.5482,"[{""type"":""compliance_flag"",""severity"":""medium"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",resin,synthetic_demo
INV-2026-01344,INV-2026-01344,SUP-009,Rhine-Stahl Metals,direct_materials,34145.04,USD,PO-2026-011344,2026-09-10,0.1667,0.1195,0.561,0.8643,0.9035,0.7811,0.7016,0.2526,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",steel coil,synthetic_demo
INV-2026-01345,INV-2026-01345,SUP-001,Aster Industrial Chemicals,direct_materials,18150.49,USD,PO-2026-011345,2026-09-11,0.1087,0.1627,0.4306,0.8333,0.8946,0.414,0.8084,0.3527,[],steel coil,synthetic_demo
INV-2026-01346,INV-2026-01346,SUP-006,Meridian Office Services,services,2054.04,USD,PO-2026-011346,2026-09-12,0.1005,0.1555,0.3248,0.8782,0.8477,0.234,0.7446,0.5482,[],consulting hours,synthetic_demo
INV-2026-01347,INV-2026-01347,SUP-010,Helix Lab Supplies,mro,9119.9,USD,PO-2026-011347,2026-09-13,0.0944,0.186,0.3357,0.8711,0.9278,0.5197,0.878,0.3399,[],lab consumables,synthetic_demo
INV-2026-01348,INV-2026-01348,SUP-009,Rhine-Stahl Metals,direct_materials,63366.06,USD,PO-2026-011348,2026-09-14,0.1712,0.4701,0.5421,0.8721,0.8487,0.3383,0.7861,0.2839,[],steel coil,synthetic_demo
INV-2026-01349,INV-2026-01349,SUP-003,Northstar Packaging,indirect,6832.55,USD,PO-2026-011349,2026-09-15,0.1427,0.3813,0.3256,0.8151,0.8771,0.4365,0.7741,0.3048,[],safety consumables,synthetic_demo
INV-2026-01350,INV-2026-01350,SUP-002,Pacifica Logistics,logistics,22045.02,USD,PO-2026-011350,2026-09-16,0.1982,0.2149,0.3994,0.7748,0.9046,0.4369,0.7626,0.4083,[],truckload freight,synthetic_demo
INV-2026-01351,INV-2026-01351,SUP-008,Gridline Utilities,indirect,15324.13,USD,PO-2026-011351,2026-09-17,0.1047,0.1297,0.3174,0.8543,0.8549,0.2496,0.6492,0.2107,[],office supplies,synthetic_demo
INV-2026-01352,INV-2026-01352,SUP-010,Helix Lab Supplies,indirect,16031.47,USD,PO-2026-011352,2026-09-18,0.2561,0.1268,0.2306,0.7624,0.9595,0.4147,0.6889,0.3473,[],safety consumables,synthetic_demo
INV-2026-01353,INV-2026-01353,SUP-008,Gridline Utilities,services,14288.44,USD,PO-2026-011353,2026-09-19,0.1528,0.152,0.3921,0.8578,0.9521,0.4407,0.7563,0.1506,[],cloud capacity,synthetic_demo
INV-2026-01354,INV-2026-01354,SUP-006,Meridian Office Services,indirect,1426.87,USD,PO-2026-011354,2026-09-20,0.17,0.1365,0.1881,0.8268,0.9677,0.3897,0.6893,0.2016,[],packaging,synthetic_demo
INV-2026-01355,INV-2026-01355,SUP-005,Yangtze Raw Materials,direct_materials,17937.44,USD,PO-2026-011355,2026-09-21,0.1366,0.1078,0.739,0.8877,0.9502,0.5528,0.7602,0.315,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",steel coil,synthetic_demo
INV-2026-01356,INV-2026-01356,SUP-009,Rhine-Stahl Metals,direct_materials,55476.05,USD,PO-2026-011356,2026-09-22,0.365,0.2615,0.4749,0.8859,0.915,0.5959,0.6083,0.4751,[],steel coil,synthetic_demo
INV-2026-01357,INV-2026-01357,SUP-001,Aster Industrial Chemicals,direct_materials,20724.76,USD,PO-2026-011357,2026-09-23,0.292,0.2023,0.4323,0.8644,0.9269,0.5946,0.9016,0.3751,[],industrial chemicals,synthetic_demo
INV-2026-01358,INV-2026-01358,SUP-006,Meridian Office Services,services,2621.53,USD,PO-2026-011358,2026-09-24,0.1902,0.2267,0.187,0.8498,0.8674,0.2691,0.6589,0.195,[],consulting hours,synthetic_demo
INV-2026-01359,INV-2026-01359,SUP-008,Gridline Utilities,services,37219.49,USD,PO-2026-011359,2026-09-25,0.1355,0.2339,0.392,0.8593,0.9121,0.2934,0.9153,0.2689,[],cloud capacity,synthetic_demo
INV-2026-01360,INV-2026-01360,SUP-007,Boreal Equipment Maintenance,mro,11399.17,USD,PO-2026-011360,2026-09-26,0.1266,0.0974,0.3293,0.8873,0.8913,0.5203,0.6791,0.6628,[],lab consumables,synthetic_demo
INV-2026-01361,INV-2026-01361,SUP-001,Aster Industrial Chemicals,direct_materials,26361.85,USD,PO-2026-011361,2026-09-27,0.2575,0.3367,0.5821,0.8401,0.9225,0.3801,0.7047,0.2596,[],steel coil,synthetic_demo
INV-2026-01362,INV-2026-01362,SUP-006,Meridian Office Services,indirect,1927.31,USD,PO-2026-011362,2026-09-28,0.1104,0.222,0.1563,0.8714,0.8013,0.426,0.9314,0.1835,[],packaging,synthetic_demo
INV-2026-01363,INV-2026-01363,SUP-007,Boreal Equipment Maintenance,mro,27157.92,USD,PO-2026-011363,2026-09-29,0.2674,0.0867,0.3619,0.7319,0.902,0.3254,0.8978,0.3418,[],maintenance kits,synthetic_demo
INV-2026-01364,INV-2026-01364,SUP-010,Helix Lab Supplies,indirect,9187.88,USD,PO-2026-011364,2026-09-30,0.1315,0.2209,0.462,0.9042,0.9292,0.3382,0.7169,0.3649,[],packaging,synthetic_demo
INV-2026-01365,INV-2026-01365,SUP-001,Aster Industrial Chemicals,direct_materials,21679.32,USD,PO-2026-011365,2026-10-01,0.3172,0.2224,0.6281,0.7771,0.9486,0.734,0.8971,0.2258,"[{""type"":""commodity_spike"",""severity"":""medium"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",steel coil,synthetic_demo
INV-2026-01366,INV-2026-01366,SUP-006,Meridian Office Services,indirect,1973.95,USD,PO-2026-011366,2026-10-02,0.1854,0.2978,0.1013,0.8359,0.8702,0.2971,0.8238,0.2312,[],safety consumables,synthetic_demo
INV-2026-01367,INV-2026-01367,SUP-005,Yangtze Raw Materials,direct_materials,29433.22,USD,PO-2026-011367,2026-10-03,0.124,0.2292,0.5858,0.8117,0.9298,0.6272,0.7027,0.4927,[],aluminum billet,synthetic_demo
INV-2026-01368,INV-2026-01368,SUP-009,Rhine-Stahl Metals,direct_materials,42435.52,USD,PO-2026-011368,2026-10-04,0.2808,0.0648,0.5245,0.9306,0.9221,0.4605,0.704,0.3358,[],industrial chemicals,synthetic_demo
INV-2026-01369,INV-2026-01369,SUP-001,Aster Industrial Chemicals,direct_materials,19998.96,USD,PO-2026-011369,2026-10-05,0.2179,0.0624,0.627,0.7943,0.8483,0.5024,0.8261,0.2895,[],industrial chemicals,synthetic_demo
INV-2026-01370,INV-2026-01370,SUP-006,Meridian Office Services,services,1219.15,USD,PO-2026-011370,2026-10-06,0.2461,0.1021,0.1751,0.8002,0.8954,0.6041,0.5739,0.1661,[],cloud capacity,synthetic_demo
INV-2026-01371,INV-2026-01371,SUP-005,Yangtze Raw Materials,direct_materials,70609.69,USD,PO-2026-011371,2026-10-07,0.3401,0.0493,0.4427,0.8826,0.8504,0.3688,0.8809,0.3279,[],industrial chemicals,synthetic_demo
INV-2026-01372,INV-2026-01372,SUP-010,Helix Lab Supplies,indirect,10767.52,USD,PO-2026-011372,2026-10-08,0.109,0.2412,0.2631,0.7693,0.9515,0.5961,0.6185,0.2352,[],safety consumables,synthetic_demo
INV-2026-01373,INV-2026-01373,SUP-002,Pacifica Logistics,logistics,8619.75,USD,PO-2026-011373,2026-10-09,0.2065,0.2006,0.6069,0.8732,0.9485,0.4805,0.7452,0.4644,[],fuel surcharge,synthetic_demo
INV-2026-01374,INV-2026-01374,SUP-003,Northstar Packaging,direct_materials,7718.58,USD,PO-2026-011374,2026-10-10,0.3782,0.2516,0.1959,0.86,0.9342,0.5782,0.7981,0.2511,[],industrial chemicals,synthetic_demo
INV-2026-01375,INV-2026-01375,SUP-007,Boreal Equipment Maintenance,mro,11071.49,USD,PO-2026-011375,2026-10-11,0.1477,0.1564,0.2533,0.8827,0.8802,0.3204,0.8753,0.4027,[],replacement parts,synthetic_demo
INV-2026-01376,INV-2026-01376,SUP-010,Helix Lab Supplies,indirect,7504.45,USD,PO-2026-011376,2026-10-12,0.1191,0.1194,0.2824,0.833,0.9576,0.4259,0.8556,0.1734,[],utilities,synthetic_demo
INV-2026-01377,INV-2026-01377,SUP-003,Northstar Packaging,indirect,2655.48,USD,PO-2026-011377,2026-10-13,0.3181,0.259,0.3426,0.9294,0.9506,0.2494,0.8337,0.4186,[],utilities,synthetic_demo
INV-2026-01378,INV-2026-01378,SUP-003,Northstar Packaging,direct_materials,3556.19,USD,PO-2026-011378,2026-10-14,0.1054,0.1293,0.1755,0.9013,0.9343,0.6016,0.7235,0.2449,[],resin,synthetic_demo
INV-2026-01379,INV-2026-01379,SUP-002,Pacifica Logistics,logistics,7803.58,USD,PO-2026-011379,2026-10-15,0.2817,0.171,0.3918,0.871,0.8361,0.472,0.7909,0.3796,[],fuel surcharge,synthetic_demo
INV-2026-01380,INV-2026-01380,SUP-009,Rhine-Stahl Metals,direct_materials,23862.61,USD,PO-2026-011380,2026-10-16,0.1097,0.1226,0.5491,0.8439,0.9466,0.7296,0.857,0.299,"[{""type"":""commodity_spike"",""severity"":""medium"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",steel coil,synthetic_demo
INV-2026-01381,INV-2026-01381,SUP-001,Aster Industrial Chemicals,direct_materials,11639.65,USD,PO-2026-011381,2026-10-17,0.1242,0.1119,0.474,0.9089,0.8759,0.3473,0.8263,0.4527,[],resin,synthetic_demo
INV-2026-01382,INV-2026-01382,SUP-009,Rhine-Stahl Metals,mro,48861.7,USD,PO-2026-011382,2026-10-18,0.0954,0.223,0.4912,0.9101,0.9228,0.5235,0.8729,0.2954,[],replacement parts,synthetic_demo
INV-2026-01383,INV-2026-01383,SUP-005,Yangtze Raw Materials,direct_materials,60948.1,USD,PO-2026-011383,2026-10-19,0.1695,0.1263,0.582,0.8883,0.8514,0.4753,0.8213,0.5588,[],industrial chemicals,synthetic_demo
INV-2026-01384,INV-2026-01384,SUP-009,Rhine-Stahl Metals,direct_materials,35878.17,USD,PO-2026-011384,2026-10-20,0.1737,0.0424,0.4683,0.8999,0.9236,0.4949,0.7828,0.3836,[],industrial chemicals,synthetic_demo
INV-2026-01385,INV-2026-01385,SUP-003,Northstar Packaging,indirect,4104.38,USD,PO-2026-011385,2026-10-21,0.1856,0.281,0.3634,0.9099,0.9148,0.6557,0.8171,0.2721,[],packaging,synthetic_demo
INV-2026-01386,INV-2026-01386,SUP-003,Northstar Packaging,direct_materials,10510.85,USD,PO-2026-011386,2026-10-22,0.2647,0.0797,0.3085,0.822,0.8748,0.5056,0.7615,0.36,[],steel coil,synthetic_demo
INV-2026-01387,INV-2026-01387,SUP-005,Yangtze Raw Materials,direct_materials,28387.94,USD,PO-2026-011387,2026-10-23,0.2477,0.3144,0.6192,0.8432,0.9644,0.4901,0.755,0.2015,[],resin,synthetic_demo
INV-2026-01388,INV-2026-01388,SUP-009,Rhine-Stahl Metals,direct_materials,53045.13,USD,PO-2026-011388,2026-10-24,0.179,0.2212,0.3807,0.8907,0.9519,0.6981,0.8546,0.3514,[],industrial chemicals,synthetic_demo
INV-2026-01389,INV-2026-01389,SUP-002,Pacifica Logistics,logistics,18306.94,USD,PO-2026-011389,2026-10-25,0.2217,0.1101,0.5162,0.9204,0.8434,0.3065,0.7481,0.6263,[],ocean freight,synthetic_demo
INV-2026-01390,INV-2026-01390,SUP-006,Meridian Office Services,indirect,3293.97,USD,PO-2026-011390,2026-10-26,0.1487,0.1811,0.2754,0.8883,0.9685,0.3678,0.7843,0.3643,[],safety consumables,synthetic_demo
INV-2026-01391,INV-2026-01391,SUP-005,Yangtze Raw Materials,direct_materials,28630.98,USD,PO-2026-011391,2026-10-27,0.1668,0.2265,0.6975,0.851,0.837,0.5757,0.7238,0.5661,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",industrial chemicals,synthetic_demo
INV-2026-01392,INV-2026-01392,SUP-002,Pacifica Logistics,logistics,6480.09,USD,PO-2026-011392,2026-10-28,0.1761,0.3634,0.3327,0.8954,0.913,0.5368,0.5755,0.5611,[],pallets,synthetic_demo
INV-2026-01393,INV-2026-01393,SUP-004,Novatek IT Services,services,10902.88,USD,PO-2026-011393,2026-10-29,0.2248,0.2091,0.2346,0.7292,0.8757,0.5264,0.7328,0.4466,[],cloud capacity,synthetic_demo
INV-2026-01394,INV-2026-01394,SUP-003,Northstar Packaging,direct_materials,2315.24,USD,PO-2026-011394,2026-10-30,0.1037,0.2323,0.2012,0.9032,0.924,0.7548,0.8735,0.2964,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",resin,synthetic_demo
INV-2026-01395,INV-2026-01395,SUP-005,Yangtze Raw Materials,direct_materials,37915.86,USD,PO-2026-011395,2026-10-31,0.1295,0.2635,0.5703,0.8611,0.9017,0.3199,0.6583,0.2991,[],industrial chemicals,synthetic_demo
INV-2026-01396,INV-2026-01396,SUP-009,Rhine-Stahl Metals,direct_materials,18865.56,USD,PO-2026-011396,2026-11-01,0.1509,0.1056,0.4616,0.8816,0.8519,0.6334,0.621,0.3801,[],aluminum billet,synthetic_demo
